module,column,year,code,label_old,status_old,evidence_old,label_new,status_new,evidence_new
05,estrato,2017,5,De 2 000 a 19 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2017 ships no label for estrato code 5, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 2 000 a 19 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 2 000 a 19 999 habitantes.,verified,"INEI's official 2017 Diccionario de Datos states it outright: 'ESTRATO ... 5 De 2 000 a 19 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2017,6,De 500 a 1 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2017 ships no label for estrato code 6, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 a 1 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 a 1 999 habitantes.,verified,"INEI's official 2017 Diccionario de Datos states it outright: 'ESTRATO ... 6 De 500 a 1 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2017,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2017 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2017 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2017,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2017 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2017 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,1,De 500 000 a mas habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 000 a mas habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 000 a más habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 1 De 500 000 a más habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,2,De 100 000 a 499 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 2, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 100 000 a 499 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 100 000 a 499 999 habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 2 De 100 000 a 499 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,3,De 50 000 a 99 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 3, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 50 000 a 99 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 50 000 a 99 999 habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 3 De 50 000 a 99 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,4,De 20 000 a 49 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 4, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 20 000 a 49 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 20 000 a 49 999 habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 4 De 20 000 a 49 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,5,De 2 000 a 19 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 5, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 2 000 a 19 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 2 000 a 19 999 habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 5 De 2 000 a 19 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,6,De 500 a 1 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 6, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 a 1 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 a 1 999 habitantes.,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 6 De 500 a 1 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2018,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,1,De 500 000 a mas habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 000 a mas habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 000 a más habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 1 De 500 000 a más habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,2,De 100 000 a 499 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 2, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 100 000 a 499 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 100 000 a 499 999 habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 2 De 100 000 a 499 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,3,De 50 000 a 99 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 3, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 50 000 a 99 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 50 000 a 99 999 habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 3 De 50 000 a 99 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,4,De 20 000 a 49 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 4, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 20 000 a 49 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 20 000 a 49 999 habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 4 De 20 000 a 49 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,5,De 2 000 a 19 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 5, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 2 000 a 19 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 2 000 a 19 999 habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 5 De 2 000 a 19 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,6,De 500 a 1 999 habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 6, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 a 1 999 habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 a 1 999 habitantes.,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 6 De 500 a 1 999 habitantes.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2019,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2021,1,De 500 000 a mas habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2021 ships no label for estrato code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 000 a mas habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 000 a más habitantes,verified,"INEI's official 2021 Diccionario de Datos states it outright: 'ESTRATO ... 1 De 500 000 a más habitantes'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2021,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2021 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2021 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2021,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2021 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2021 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2022,1,De 500 000 a mas habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2022 ships no label for estrato code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 000 a mas habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 000 a más habitantes,verified,"INEI's official 2022 Diccionario de Datos states it outright: 'ESTRATO ... 1 De 500 000 a más habitantes'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2022,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2022 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2022 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2022,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2022 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2022 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2023,1,De 500 000 a mas habitantes,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2023 ships no label for estrato code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'De 500 000 a mas habitantes'. Same variable, same code, same concept — only the documentation differs by vintage.",De 500 000 a más habitantes,verified,"INEI's official 2023 Diccionario de Datos states it outright: 'ESTRATO ... 1 De 500 000 a más habitantes'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2023,7,Area de empadronamiento rural (aer) compuesto,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2023 ships no label for estrato code 7, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Compuesto'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) compuesto,verified,"INEI's official 2023 Diccionario de Datos states it outright: 'ESTRATO ... 7 Área de Empadronamiento Rural (AER) Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,estrato,2023,8,Area de empadronamiento rural (aer) simple,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2023 ships no label for estrato code 8, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Area de Empadronamiento Rural (AER) Simple'. Same variable, same code, same concept — only the documentation differs by vintage.",Área de empadronamiento rural (aer) simple,verified,"INEI's official 2023 Diccionario de Datos states it outright: 'ESTRATO ... 8 Área de Empadronamiento Rural (AER) Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,imputado,2018,1,Con imputacion hot-deck,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2018 ships no label for imputado code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2024, 2025] as 'Con imputacion Hot-Deck'. Same variable, same code, same concept — only the documentation differs by vintage.",Cuestionario en hojas,verified,"INEI's official 2018 Diccionario de Datos states it outright: 'IMPUTADO ... 1 Cuestionario en hojas'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,imputado,2019,1,Con imputacion hot-deck,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2019 ships no label for imputado code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2024, 2025] as 'Con imputacion Hot-Deck'. Same variable, same code, same concept — only the documentation differs by vintage.",Cuestionario en hojas,verified,"INEI's official 2019 Diccionario de Datos states it outright: 'IMPUTADO ... 1 Cuestionario en hojas'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,imputado,2021,1,Con imputacion hot-deck,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2021 ships no label for imputado code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2024, 2025] as 'Con imputacion Hot-Deck'. Same variable, same code, same concept — only the documentation differs by vintage.",Con imputación hot-deck,verified,"INEI's official 2021 Diccionario de Datos states it outright: 'IMPUTADO ... 1 Con imputación Hot-Deck'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,imputado,2022,1,Con imputacion hot-deck,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2022 ships no label for imputado code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2024, 2025] as 'Con imputacion Hot-Deck'. Same variable, same code, same concept — only the documentation differs by vintage.",Con imputación hot-deck,verified,"INEI's official 2022 Diccionario de Datos states it outright: 'IMPUTADO ... 1 Con imputación Hot-Deck'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,imputado,2023,1,Con imputacion hot-deck,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2023 ships no label for imputado code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2024, 2025] as 'Con imputacion Hot-Deck'. Same variable, same code, same concept — only the documentation differs by vintage.",Con imputación hot-deck,verified,"INEI's official 2023 Diccionario de Datos states it outright: 'IMPUTADO ... 1 Con imputación Hot-Deck'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
05,ocu500,2021,1,Ocupado,verified,"INEI'S OWN TESTIMONY ABOUT ITS OWN CODE. 2021 ships no label for ocu500 code 1, but INEI labels that exact code on that exact variable in [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2020, 2024, 2025] as 'Ocupado'. Same variable, same code, same concept — only the documentation differs by vintage.",Cuestionario reducido - durante la emergencia sanitaria,verified,"INEI's official 2021 Diccionario de Datos states it outright: 'OCU500 ... 1 Cuestionario reducido - Durante la emergencia sanitaria'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
